User ID,First Name,Last Name,User Email,Work Address,City,State,Zip Code,Work Phone Number,Email Verified,Educator Role,Number of Students,Organization ID
43,Jeffrey,Wright,cunninghamtyler@davenport-rhodes.info,868 Weaver Flats Apt. 425,Starktown,NV,11230,517.748.9063,False,Out-of-school,19.7,96
44,Mr.,Daniel,raymondsharp@hotmail.com,138 Kyle Isle,Lake Matthewburgh,CA,13616,438.703.9998x8425,False,Out-of-school,28.5,18
45,Christopher,Park,andradekelly@hatfield.com,397 Hays Pass Apt. 521,North Joseph,NM,66683,6880808948,True,Other,49.8,88
46,Brian,Harmon,wallen@campbell.com,437 Kathryn Street,Jonesfurt,MA,43644,287.256.1470x81832,True,Other,20.8,6
47,Jason,Miller,anthony40@yahoo.com,95669 Bryce Route,West Alexander,OK,91992,621-369-1208,False,In-school,10.4,100
48,Travis,Krause,lbowman@hotmail.com,7091 Gabriela Parkways Apt. 835,New Melindastad,OR,9418,707-377-8956x039,False,In-school,47.0,80
49,Riley,Richards,jrojas@gmail.com,9830 Wright Tunnel,New Jamesbury,NY,26681,001-531-871-2221x9371,False,In-school,44.1,36
50,Pamela,Dillon,nicholaswilliams@gomez-powers.com,6256 Jones Summit Apt. 857,Hernandezberg,WA,87144,(832)801-8613x6985,True,Out-of-school,18.5,95
51,Rhonda,Baker,rodriguezeric@hotmail.com,486 Freeman Bridge Apt. 081,West Caitlyn,WI,83333,0320369234,True,In-school,34.5,53
52,Christopher,Shannon,xreyes@lowery.com,943 Alyssa Plain,West Reginald,HI,57905,001-561-397-6999x82239,False,Out-of-school,10.5,52
53,Anita,Moody,hughesbenjamin@hotmail.com,2861 Stafford Locks Apt. 262,Lake Karen,WY,33122,(733)783-3680x87979,False,Other,12.1,68
54,Tracy,Hernandez,bkerr@owens.com,557 Nelson Pines,Port Christopherside,SD,81918,(503)080-4725x304,False,Out-of-school,27.1,74
55,Hunter,White,richarddunn@gmail.com,8897 Bradley Square Suite 020,Bryceberg,FL,28372,884.370.3169x337,False,In-school,24.5,46
56,Elizabeth,Fisher,nortiz@flores-harris.biz,41706 Kristi Summit,Keithchester,ME,9037,+1-935-002-1715x5423,False,In-school,20.5,22
57,Peter,Wood,drakewilliam@gmail.com,98561 Jason Dam Suite 484,Frankbury,OR,24896,+1-331-232-0614x0286,True,In-school,35.5,56
58,Shannon,Perez,john13@gmail.com,301 Robertson Run,East Emily,HI,46171,+1-864-016-5965x6401,False,Other,45.2,28
59,James,Khan,jonathonpatel@yahoo.com,239 Arnold Loop Suite 402,Lake Monicaland,PA,4151,537-874-5304x0312,True,Other,31.7,87
60,Kenneth,Turner,whaney@brown.com,138 Kyle Isle,Brucefort,MS,81331,9391415681,False,Out-of-school,26.9,18
61,Stephen,Schwartz,manuel74@yahoo.com,496 Samantha Village Suite 527,Sarahberg,OR,99137,3106286468,True,In-school,34.6,59
62,Scott,Taylor,stephaniethompson@mitchell.com,82150 Nguyen Plain Apt. 796,Jennifershire,RI,41318,0737680110,False,Out-of-school,36.9,31
63,Kyle,Gibbs,stonelucas@johnson.com,424 Yates Bridge Suite 936,South Jennifer,VT,85768,+1-465-191-8294,True,In-school,15.2,16
64,Allison,Johnson,justin29@hoffman.com,7091 Gabriela Parkways Apt. 835,Andersonchester,MI,48379,224-562-5748x440,True,Out-of-school,30.9,80
65,Joshua,Hughes,jessica60@peterson.info,91980 Kimberly Coves,Santanaview,NM,53798,162.770.8129x872,False,Out-of-school,20.6,4
66,Alexander,Charles,joseph12@james.net,9283 Taylor Squares Apt. 136,Lake Victorfurt,NJ,48091,001-417-817-4619x3957,False,Other,14.2,37
67,Jay,Burke,xandrews@hotmail.com,7333 Joshua River,Williamschester,CA,40770,(275)676-6997,True,Other,17.5,5
68,Jeremy,Pierce,matthew61@murphy.com,7333 Joshua River,Brianburgh,DE,825,807.290.7024,False,In-school,11.1,5
69,Elizabeth,Cohen,joshua47@aguilar.com,2687 Willis Groves,Josephmouth,NE,57419,+1-663-928-9288x2088,True,Out-of-school,44.4,99
70,Lisa,Clark,chernandez@yahoo.com,617 Bryan Trail,West Dennis,DC,15600,(968)633-1736,True,Out-of-school,17.8,90
71,Gregory,Reeves,xroberts@yahoo.com,34004 Carter Hollow Suite 326,Port Danielle,GA,96348,(447)165-9631x477,True,In-school,47.5,32
72,Sara,Taylor,nmurphy@yahoo.com,10298 Michael Estate,Lake Eugeneborough,MT,33029,+1-317-381-3045,False,Other,46.0,75
73,Jane,Serrano,brandongonzalez@gmail.com,557 Nelson Pines,Mccoychester,HI,14937,001-185-958-9036x852,True,Out-of-school,30.6,74
74,Jeffrey,Wright,robert47@gmail.com,78541 Kristopher Plaza Suite 051,West Lauren,CO,85987,001-685-339-0725x4811,False,Other,21.0,70
75,David,Gross,robert98@gmail.com,424 Yates Bridge Suite 936,Juanport,IN,78153,001-091-594-0919x3130,False,Out-of-school,17.0,16
76,Arthur,Olsen,mosleykristopher@wiggins.com,7333 Joshua River,New Leslieview,VT,7220,+1-651-655-1543x19431,False,In-school,13.6,5
77,Steven,Garrett,qrollins@hotmail.com,65333 Maria Well,West Jessica,TX,2445,469-576-7828x4011,False,Out-of-school,42.4,81
78,Cody,White,harold23@yahoo.com,4879 Shelly Avenue Suite 647,Nathanborough,NJ,81533,785.390.1301x628,True,Out-of-school,20.7,34
79,Melanie,Lewis,cody38@yahoo.com,011 Williams Loop Apt. 529,Lewiston,VT,88817,001-070-143-9506x686,False,Out-of-school,24.3,8
80,Carl,Nelson,adrian83@robles.info,114 Donna Lakes Apt. 724,Nicolestad,KY,46154,+1-914-316-2545x6903,True,In-school,32.7,84
81,Christopher,Li,caldwelljennifer@hotmail.com,70119 Hughes Oval,Codyshire,ME,8305,578.044.7848,True,Out-of-school,29.8,21
82,Ryan,Miller,burkewilliam@yahoo.com,7485 Lopez Forge,Simonbury,FL,8865,9569169218,False,Other,45.4,72
83,Deborah,Ellison,gpeterson@yahoo.com,83669 Horton Lock,East Andreside,WA,61302,611-096-5823,False,Other,18.1,66
84,Amy,Smith,davidturner@scott.com,138 Kyle Isle,Travisfurt,NH,92489,808.261.6560x716,True,Other,37.1,18
85,Bianca,Morgan,michelle72@hotmail.com,868 Weaver Flats Apt. 425,West Curtis,WV,48725,+1-480-913-9463x42746,False,Other,34.1,96
86,Kimberly,Bailey,dsolomon@gmail.com,4449 Gordon Square Apt. 126,Port Lindahaven,OK,80585,001-023-191-6642x2926,False,Out-of-school,12.3,17
87,Steven,Cooper,gregoryallen@gmail.com,73321 Patterson Forks,East Maria,CO,12797,+1-761-241-7242x98683,True,Other,41.7,10
88,Ruben,Kim,kathryn96@camacho.com,77900 Christine Alley Suite 148,Rothville,TX,51976,(838)358-7582,True,In-school,10.9,89
89,Sarah,Zamora,tvelazquez@gmail.com,23148 Fisher Branch Apt. 817,Carriefurt,MS,4009,645-479-3021,False,Other,33.3,23
90,Brandi,Jones,igray@yahoo.com,68432 Leslie Spur,Fostershire,OK,11720,977-998-4621x231,False,Out-of-school,25.5,47
91,Rebecca,Thomas,lewislinda@bailey.com,0612 Steven Knolls,Carolchester,AR,28323,9786935731,True,Out-of-school,41.3,13
92,Lisa,Patterson,bellrobert@yahoo.com,8897 Bradley Square Suite 020,New Trevorstad,ID,34329,049.423.9327x37763,True,Other,31.3,46
93,Julia,Nicholson,danielbautista@gmail.com,98152 John Cliffs,North Stephaniehaven,CT,93850,322.998.1918x0910,True,Other,32.7,58
94,Charles,Guerrero,ingramkevin@cook-mitchell.net,77900 Christine Alley Suite 148,Parksburgh,MI,26260,(557)690-4581x518,False,In-school,47.1,89
95,Mr.,James,youngnicole@hotmail.com,868 Weaver Flats Apt. 425,New Brittneyburgh,TX,96658,+1-269-008-8920x002,True,In-school,34.6,96
96,Sean,Sanchez,kramerjulia@hotmail.com,923 Christopher Row Apt. 857,Deannahaven,ME,83176,+1-142-112-3990x1255,False,Out-of-school,21.3,44
97,Glenda,Sparks,waguilar@yahoo.com,943 Alyssa Plain,Port Samuel,RI,76733,001-246-419-2555x978,True,Out-of-school,43.2,52
98,Tara,King,daniellestewart@shelton.info,863 Robert Oval Apt. 004,South Savannah,HI,94155,001-663-008-1410x34876,True,In-school,36.9,35
99,Maria,Bennett,abarker@gmail.com,6911 Justin Stravenue Suite 081,North Melissa,MD,74826,255-962-8160x26753,True,Out-of-school,12.8,26
100,Alicia,Guerra,robert61@graham.com,124 Bass Wells,Jeffreyhaven,DC,21462,+1-733-529-2843x9856,True,Out-of-school,45.1,7
101,Travis,Garcia,nmorrow@jacobs.org,623 Flynn Fork Apt. 099,North Caitlin,KY,811,001-142-360-7530x2609,False,In-school,11.6,91
102,David,Williams,theresa83@gmail.com,91980 Kimberly Coves,Laurenchester,NE,24403,3110595604,True,Other,47.9,4
103,Craig,Combs,umalone@yahoo.com,77900 Christine Alley Suite 148,West Carolyn,IL,34567,340-753-8825,True,In-school,27.6,89
104,Heather,Knight,erin06@yahoo.com,863 Robert Oval Apt. 004,Herringville,WY,4352,+1-464-787-3702x80973,False,Other,12.2,35
105,David,Rogers,murillokimberly@roberts-jackson.biz,011 Williams Loop Apt. 529,Christopherbury,RI,2399,001-858-973-7058x84072,True,In-school,26.8,8
106,Sabrina,Miller,qhudson@gmail.com,2370 Donna Lake Suite 412,Fernandeztown,NY,76748,(457)817-0742,False,In-school,18.7,94
107,Traci,Rodriguez,boothlindsay@gonzalez.com,83669 Horton Lock,South Tim,NH,18188,001-221-331-2062x1464,False,In-school,49.7,66
108,Adrian,Haynes,rasmussenjody@sweeney.biz,31658 Megan Pass,North Jessicamouth,NV,79655,697-570-5409,False,In-school,48.9,57
109,Amy,Adams,kimberlyriggs@lopez-mcneil.com,61714 Lee Stream,Lake Roy,NY,97823,953.297.7833x2345,True,Out-of-school,25.0,33
110,Denise,Mccarty,ronaldshepherd@mcdonald.biz,33523 Stewart Prairie Apt. 648,East Tiffany,NH,31089,(338)035-9668,True,Out-of-school,11.8,67
111,James,Ali,rogersamanda@yahoo.com,20184 Laura Locks,North Toddbury,NJ,34553,+1-867-026-7810x28130,True,In-school,43.3,49
112,Terri,Russell,vincentcox@hood.com,73321 Patterson Forks,Peterburgh,TX,5982,673-666-0376x5301,False,Out-of-school,34.7,10
113,Deanna,Flores,mcknightdonna@gmail.com,01334 Martin Skyway Apt. 802,Lake Terrifort,IL,73824,+1-323-819-1065x8298,True,Out-of-school,48.0,69
114,Brandon,Taylor,alexanderjohn@gmail.com,6911 Justin Stravenue Suite 081,New Elizabeth,CA,61685,535.735.6163x52546,False,In-school,49.4,26
115,Deborah,Oneill,davidfarrell@strickland-macias.com,923 Christopher Row Apt. 857,Port Lori,TX,35608,+1-198-754-6139x1208,False,Out-of-school,36.7,44
116,Anna,Cole,diane32@garcia.com,2370 Brian Port,West Amber,MA,42291,(354)086-6658x1724,True,In-school,21.9,15
117,Robert,Lopez,christina38@williams.com,8897 Bradley Square Suite 020,Millerfurt,MI,97499,(243)993-2905,True,In-school,11.3,46
118,Meghan,Simpson,lauragay@gmail.com,395 Scott Forest Apt. 035,Bowmanfurt,WI,1783,(861)975-0703,True,Out-of-school,48.9,39
119,James,Hall,robinferguson@yahoo.com,45642 Michelle Canyon Apt. 695,East Brendabury,TX,95443,740.462.8358x147,False,Out-of-school,43.2,71
120,Mary,Barber,lesliewalker@hotmail.com,486 Freeman Bridge Apt. 081,East Aliciaview,CT,92885,011-808-1513x38597,True,Other,33.1,53
121,Peter,Carroll,sperkins@brown.org,7895 Salinas Islands Apt. 820,New Jenniferborough,ID,32135,127-671-9224x540,False,In-school,16.0,63
122,David,Pennington,gutierrezcharlene@young.com,7485 Lopez Forge,South Charles,WA,95772,597.080.8475,True,Other,11.6,72
123,Matthew,Banks,carlos25@yahoo.com,075 Ian Way,Richardsonview,LA,25413,177-306-4449,True,Other,15.4,79
124,Robert,Ortega,robert24@gmail.com,158 Elizabeth Cape,West Kathleenside,KS,1533,2457342844,False,Out-of-school,29.8,1
125,Alexander,Lopez,jason68@yahoo.com,3973 Jackson Crossing Apt. 164,North Francesmouth,WA,65414,(715)550-8987x26600,True,Out-of-school,32.4,48
126,Lisa,Mitchell,hsullivan@martin.com,61714 Lee Stream,South Kimberly,IL,30267,001-575-298-7000,False,Out-of-school,49.7,33
127,Janet,Harrington,arthurwilson@watson.org,45642 Michelle Canyon Apt. 695,Port Sandra,NM,36587,1096095122,True,Out-of-school,36.6,71
128,Christopher,Carpenter,lperez@smith.biz,33523 Stewart Prairie Apt. 648,Andrewsside,NV,96050,+1-668-538-2489x7982,False,In-school,21.7,67
129,Karen,Lee,johnhernandez@romero-zhang.com,7091 Gabriela Parkways Apt. 835,Amyshire,WV,69923,+1-813-979-3036x17662,False,Other,16.7,80
130,Brian,Rios,andersonjoshua@weaver.net,73321 Patterson Forks,Lake Traciborough,DC,40333,230.825.1580,True,In-school,21.3,10
131,Robert,Bartlett,aprice@wood-sims.com,6630 Christian Tunnel,South Kyle,DE,89590,796-357-5751x8932,False,In-school,34.0,25
132,Courtney,Washington,megan81@gmail.com,95669 Bryce Route,North Kyliefurt,WV,39368,001-494-087-1191x156,False,In-school,21.7,100
133,Derek,Berry,simmonsbrent@walker.net,7091 Gabriela Parkways Apt. 835,North Martinton,NC,84449,+1-964-987-3808,False,Other,34.3,80
134,Erica,Perry,jessicabolton@yahoo.com,10298 Michael Estate,Port Edward,AK,15315,922.882.5085,True,Other,19.7,75
135,David,Miller,stran@werner.com,6911 Justin Stravenue Suite 081,West Jorgefurt,PA,17636,(968)819-1910x6798,False,In-school,15.5,26
136,Tonya,Garcia,matthew57@hotmail.com,62925 Nguyen Greens Apt. 462,North Peterside,MI,47911,271-750-0399x7731,True,Out-of-school,18.7,64
137,David,Willis,cynthia40@yahoo.com,011 Williams Loop Apt. 529,Port Christopher,MI,32877,6521697094,True,Out-of-school,48.4,8
138,Dr.,Rodney,eholmes@gmail.com,19342 Juan Glen Apt. 185,Lake Patriciamouth,OK,39469,868.391.2012,False,Other,15.9,61
139,Michele,Padilla,davidlivingston@davis.com,99268 Rodgers Parks Apt. 665,West Amandafurt,AZ,22863,+1-708-985-2018x09748,False,Other,46.8,30
140,Jennifer,Harper,joseph54@yahoo.com,06169 Palmer Ridges,Padillastad,NY,90343,(386)815-4459,False,Other,14.4,55
141,Alexander,Fitzpatrick,saramckinney@gmail.com,34004 Carter Hollow Suite 326,Wolfemouth,AR,55326,+1-724-303-9471x4404,True,Out-of-school,10.5,32
142,Caitlin,Smith,hthomas@hotmail.com,855 Matthew Union,Port Thomasland,DC,40693,574.345.7119,False,Other,21.6,60
143,Cassandra,Ward,abaker@robinson.com,656 Garcia Circles Suite 420,Carolynmouth,ID,95540,001-015-469-0622x6550,True,Out-of-school,35.5,82
144,Brandon,Ramirez,cvasquez@griffin.com,114 Donna Lakes Apt. 724,Lake Michelle,NJ,31548,185-780-6283x76445,False,In-school,19.0,84
145,Leslie,Ray,jonesamy@manning.com,075 Ian Way,East Stephenport,ME,26717,571-242-6058x068,False,Out-of-school,43.9,79
146,Edward,Goodwin,bkelly@gmail.com,0612 Steven Knolls,East Davidland,MS,14000,001-883-857-6861x8715,True,Out-of-school,45.6,13
147,Amanda,Washington,wolfronald@yahoo.com,20184 Laura Locks,North Nancyhaven,AR,36446,954.586.8760x5801,False,In-school,36.2,49
148,Joshua,Bush,psmith@velez.com,656 Garcia Circles Suite 420,Fullerbury,IL,79221,001-796-015-5021x4497,True,Other,42.2,82
149,Edward,Johnson,zyoung@miller.biz,3763 Melinda Underpass Suite 464,East Sara,MD,51679,667-629-3682x4363,True,In-school,19.8,43
150,Craig,Silva,nrivers@hammond.com,656 Garcia Circles Suite 420,Turnermouth,AK,70057,044-711-7865,True,In-school,27.8,82
151,Matthew,Smith,mharris@gmail.com,301 Robertson Run,North Jesse,NY,54299,(459)869-2801,False,Other,32.9,28
152,Sydney,Johnson,mmartinez@gmail.com,8897 Bradley Square Suite 020,Ianburgh,AL,54583,001-368-381-1812x3490,False,Out-of-school,26.7,46
153,Jennifer,Moore,mroberts@yahoo.com,623 Flynn Fork Apt. 099,Wardbury,HI,8007,6802261272,False,Out-of-school,27.2,91
154,Michele,Thomas,shannon19@yahoo.com,509 Johnson Parks,Alvarezport,TX,25499,955-332-2726,False,Other,10.3,27
155,Joseph,Mack,anthonycoleman@castillo-clarke.net,91980 Kimberly Coves,New Heather,NY,96521,001-284-519-5284x36738,False,Out-of-school,13.8,4
156,Tina,Conner,vrose@gmail.com,075 Ian Way,North Jenniferbury,AR,37473,(111)030-5410x15570,True,In-school,41.4,79
157,Henry,Garrison,rushjesus@powell.org,82150 Nguyen Plain Apt. 796,Lake Renee,ND,60930,(280)479-4618x724,True,In-school,44.2,31
158,John,Robinson,olivia34@saunders.com,08143 Ryan Knoll,Bentonborough,WA,74101,001-776-618-2735x2035,True,Other,20.8,41
159,Jessica,Lee,chambersjesse@gmail.com,57512 Dominique Ridges,Parkerfurt,MN,42051,608-004-5541x504,False,Out-of-school,15.0,42
160,James,Knight,christinamills@yahoo.com,4505 Adams Shoal Apt. 328,Christopherburgh,TN,71799,439.791.3103x17155,False,Out-of-school,46.7,2
161,Paula,Williams,sandymccoy@hotmail.com,06169 Palmer Ridges,Lynchfurt,CO,85621,(587)548-5792,True,Out-of-school,33.6,55
162,Nicholas,Watkins,kaylablevins@hotmail.com,354 Porter Fall,Jackport,NJ,88181,495.056.9044x6980,False,Out-of-school,18.8,51
163,Erika,Bishop,kcameron@hansen.com,257 Michael Trail Suite 509,Lake Rebeccaport,AK,8499,104-818-4154x78314,False,Out-of-school,38.2,97
164,Stephen,Hall,samanthasmith@taylor.com,863 Tina Stream,Jessicachester,TN,61956,618-312-9762,False,Other,46.4,3
165,Angel,Benson,christiebeck@yahoo.com,98561 Jason Dam Suite 484,Port Johnport,HI,94171,5769541186,True,Other,29.1,56
166,Jeffrey,Fowler,qbrown@gmail.com,94222 Patricia Ports Apt. 254,East Martin,AK,40052,752-292-2967,True,In-school,19.5,86
167,Debra,Davies,drakekarla@smith-porter.biz,4879 Shelly Avenue Suite 647,Perryhaven,IN,34212,955.235.2328x2726,True,Other,24.8,34
168,Tony,Austin,hrodriguez@yahoo.com,78541 Kristopher Plaza Suite 051,Jamesport,OK,35536,(292)189-9557,False,In-school,30.1,70
169,Marie,Medina,xpratt@hotmail.com,6630 Christian Tunnel,New Chelseaville,WI,91723,121-791-7560x98017,False,Out-of-school,26.0,25
170,Elizabeth,Gonzalez,melanie99@yahoo.com,186 Marshall Heights Apt. 467,New Markton,NY,39697,643.773.6668,True,Out-of-school,18.3,93
171,Zachary,Fields,deannawhite@carroll.net,486 Freeman Bridge Apt. 081,Josephview,NC,87250,902.393.2315,True,Out-of-school,24.9,53
172,Melissa,Holloway,jallen@zamora-young.com,7895 Salinas Islands Apt. 820,Rubioville,ND,31862,001-283-505-6846,True,In-school,34.1,63
173,Richard,Alexander,perrykendra@thomas-fitzgerald.biz,8897 Bradley Square Suite 020,Port Carlaside,NY,82357,268-238-9897,True,Out-of-school,30.6,46
174,Ashley,Lewis,kyliesmith@hodge.com,2370 Donna Lake Suite 412,Heidichester,NV,11644,001-089-072-5539,False,In-school,10.3,94
175,Larry,Hayes,christinathompson@kim.net,94222 Patricia Ports Apt. 254,East Lisa,NY,82176,681-352-3820x2964,False,Other,21.7,86
176,Brandon,Mayo,kjenkins@schmidt-weaver.com,354 Porter Fall,Port Normafort,NY,62692,1495340190,False,In-school,36.7,51
177,Michael,Ray,heatherjimenez@carpenter-gutierrez.net,9283 Taylor Squares Apt. 136,Lake Diane,MD,78004,410.310.6248,True,Out-of-school,39.2,37
178,Adam,Floyd,mroberts@wright.com,9495 Mejia Drive,Lake April,MT,10732,(684)701-9956,False,Other,42.4,19
179,Ryan,Martin,hschmitt@hotmail.com,65333 Maria Well,Michaeltown,ND,97549,001-821-357-2693x265,False,In-school,23.2,81
180,Jeremiah,Robertson,michele70@hotmail.com,95669 Bryce Route,Jeffreyburgh,NM,84416,(259)869-0607x1788,False,Other,36.8,100
181,Pamela,Pierce,sarahwilson@hotmail.com,542 James Mission Suite 424,West Patricia,KS,62226,356-595-2567x678,False,Out-of-school,31.1,73
182,Emily,Chen,daniel07@frazier.com,68432 Leslie Spur,Katelynstad,NC,46350,+1-610-109-3343x016,True,Other,38.2,47
183,Amanda,Johnston,roy28@gmail.com,61714 Lee Stream,Tristanmouth,ID,54648,125-448-6025,False,Other,40.0,33
184,Michael,Wheeler,sarahmathis@hotmail.com,19342 Juan Glen Apt. 185,Randallburgh,NE,32926,+1-106-676-1669x853,True,Out-of-school,12.2,61
185,Brian,Meyers,droberts@sutton-gregory.com,06169 Palmer Ridges,North Paul,WV,11131,6555482759,True,In-school,22.4,55
186,Karen,Walter,monica26@gmail.com,98152 John Cliffs,Lake Shannon,DC,9686,909.374.9514,False,Out-of-school,18.8,58
187,Rachel,Jones,sbryant@hill-white.com,82150 Nguyen Plain Apt. 796,Bradleybury,WI,28327,001-707-585-2836x4345,True,In-school,19.2,31
188,Christopher,Lee,ngill@hotmail.com,395 Scott Forest Apt. 035,Christopherton,UT,84324,+1-465-928-7518x3887,True,Out-of-school,30.6,39
189,Thomas,Martinez,aliciapena@gmail.com,397 Hays Pass Apt. 521,Johnsontown,NE,65569,138.134.4649,True,In-school,46.2,88
190,Lisa,Acosta,ncarey@yahoo.com,354 Porter Fall,North Kristen,TX,58225,+1-543-594-8851x6530,True,In-school,45.0,51
191,Jonathan,Oneal,jblackwell@burnett.com,9283 Taylor Squares Apt. 136,South Ashleymouth,KS,65597,001-175-276-2797x737,False,Other,24.4,37
